latitude,longitude,zipcode,severity
37.33376932,-121.905899,95126,2
37.33358143,-121.9085391,95126,3
37.32158098,-121.9171665,95126,2
37.29057222,-121.8349992,95111,1
37.33178649,-121.839983,95122,1
37.35954263,-121.8873458,95112,2
37.25546427,-121.8218989,95123,3
37.26084436,-121.809947,95111,1
37.26084436,-121.809947,95111,2
37.26084436,-121.809947,95111,2
37.29655368,-122.0280859,95129,2
37.27817372,-121.8241923,95111,1
37.28238765,-121.8234756,95111,2
37.35408885,-121.8667959,95116,3
37.29494669,-121.8328105,95111,3
37.37849137,-121.8763987,95131,1
37.35382981,-121.8143532,95127,1
37.36902374,-121.862975,95133,3
37.30305549,-121.8071788,95121,1
37.35197446,-121.888018,95112,1
37.37397046,-121.8373073,95133,2
37.29909065,-121.9646182,95032,3
37.32399986,-121.7889797,95148,2
37.29909065,-121.9646182,95130,2
37.29362692,-121.9825294,95125,2
37.35500492,-121.887746,95112,3
37.34770285,-121.82825,95122,3
37.3401052,-121.8906471,95113,2
37.33360023,-121.8743296,95112,1
37.22929392,-121.8703702,95120,3
37.22164561,-121.8622679,95120,2
37.34407275,-121.8864036,95112,1
37.29163694,-121.8911632,95125,1
37.32828686,-121.8317562,95135,1
37.23685935,-121.8107114,95123,2
37.31355504,-121.8780252,95110,1
37.3139124,-121.8729806,95110,3
37.29761793,-121.7947213,95121,2
37.2943668,-121.8190544,95121,3
37.29002801,-121.81305,95121,2
37.34407275,-121.8864036,95112,1
37.27883896,-121.8314571,95111,2
37.31355504,-121.8780252,95110,2
37.2583023,-121.8648831,95136,2
37.30460197,-121.9759344,95117,3
37.37595653,-121.8333635,95127,1
37.41366059,-121.8739486,95132,1
37.32387271,-121.8858948,95110,1
37.34850609,-121.8246981,94132,2
37.34669071,-121.8536247,95116,1
37.35743385,-121.8005959,95127,2
37.38574677,-121.8673871,95131,1
37.35788259,-121.8540099,95116,2
37.38435215,-121.828588,95127,1
37.33697852,-121.8344991,95122,1
37.20867395,-121.8482974,95120,2
37.3233647,-121.9478369,95117,3
37.34296837,-121.8665547,95116,1
37.36758267,-121.8405838,95116,1
37.33419365,-121.8514613,95122,3
37.34018677,-121.8863535,95112,3
37.30154735,-121.9480957,95128,1
37.22331862,-121.7624837,95139,2
37.34209343,-121.8780864,95112,2
37.32381888,-121.8237524,95148,2
37.3425688,-121.8895897,95112,1
37.34462373,-121.8032441,95148,2
37.30155534,-121.9499478,95117,1
37.32000228,-121.8366505,95121,2
37.33201775,-121.9002302,95110,2
37.34775651,-121.8637716,95116,1
37.34243155,-121.9131406,95110,1
37.35613058,-121.8284779,95127,2
37.25638404,-121.8175895,95123,3
37.27810766,-121.8326982,95111,2
37.35816606,-121.8997494,95112,1
37.25128824,-121.8308378,95123,2
37.36368992,-121.8942293,95112,1
37.31352282,-121.8809256,95125,2
37.3171874,-121.8018819,95148,3
37.31371425,-121.912967,95126,2
37.38989475,-121.862753,95132,3
37.28940153,-121.8787261,95125,3
37.30615047,-121.8761646,95125,1
37.36974043,-121.8524074,95133,3
37.33841153,-121.8279697,95122,1
37.33841153,-121.8279697,95122,1
37.34300808,-121.8276704,95122,3
37.29638729,-121.8499348,95111,3
37.33766995,-121.8874011,95113,3
37.37924103,-121.8812371,95131,1
37.32082545,-121.8719227,95112,1
37.33009599,-121.8359734,95122,2
37.31733012,-121.8339856,95122,1
37.35147449,-121.8890682,95112,3
37.35487536,-121.9002284,95112,3
37.28716539,-121.881269,95125,2
37.27274953,-121.8883841,95118,1
37.29771373,-121.8376256,95111,2
37.33359744,-121.836973,95122,2
37.32186385,-121.8794499,95110,1
37.27959228,-121.8233903,95111,2
37.30856945,-121.9659385,95117,1
37.30073371,-121.8582851,95111,2
37.32149371,-121.8287367,95122,3
37.31278717,-121.8402054,95122,2
37.37924103,-121.8812371,95131,1
37.32717778,-121.9097658,95126,1
37.32203918,-121.8493935,95122,2
37.33104363,-121.9295394,95126,2
37.3397918,-121.7969883,95148,2
37.30968188,-121.7870526,95121,1
37.36291721,-121.8867618,95112,2
37.31333183,-121.9162459,95128,3
37.26360487,-121.9167678,95124,3
37.3201853,-121.9683688,95117,3
37.31183683,-121.9175095,95128,3
37.39670394,-121.8717253,95132,2
37.32564264,-121.8740988,95112,2
37.32813434,-121.8773794,95112,1
37.30386574,-121.8873301,95125,1
37.36520545,-121.8718485,95133,1
37.33872567,-121.859604,95116,2
37.3549195,-121.8488538,95116,1
37.34150496,-121.8214064,95122,2
37.34128032,-121.8567053,95116,3
37.25685788,-121.8237086,95123,3
37.43016951,-121.9673703,95002,3
37.28995449,-121.8121405,95121,2
37.33169169,-121.9074863,95126,1
37.314107,-121.8800444,95110,2
37.31556401,-121.8811273,95110,2
37.33941113,-121.8687032,95116,2
37.25128824,-121.8308378,95123,2
37.32528752,-121.7931981,95148,2
37.23844714,-121.8489894,95123,2
37.35130314,-121.8135645,95127,1
37.24609636,-121.7666159,95138,1
37.3508645,-121.8633811,95116,2
37.32419193,-121.8873464,95110,1
37.25638404,-121.8175895,95123,1
37.3508645,-121.8633811,95116,3
37.34340252,-121.9142123,95126,2
37.35614174,-121.8191468,95127,2
37.34269998,-121.8412334,95116,2
37.30620923,-121.7762468,95135,2
37.29540922,-121.9169254,95125,3
37.37659919,-121.8395326,95133,2
37.30474285,-121.9687706,95117,3
37.35891714,-121.88561,95112,2
37.36787794,-121.8503983,95133,2
37.41827876,-121.9736699,95002,2
37.35688083,-121.8134717,95127,2
37.34674605,-121.9015502,95110,1
37.31917049,-121.8216563,95122,2
37.36106086,-121.8872082,95112,1
37.36194607,-121.8859766,95112,3
37.33360023,-121.8743296,95112,2
37.38382823,-121.842253,95133,3
37.32237123,-121.8258931,95122,3
37.34783377,-121.8906286,95112,2
37.37379053,-121.8730624,95131,1
37.35906193,-121.8423418,95116,3
37.36349675,-121.8422524,95116,2
37.28995449,-121.8121405,95121,1
37.30176436,-121.8266317,95121,3
37.3456289,-121.8165536,95127,1
37.32167881,-121.9254779,95128,3
37.30845634,-121.9306343,95128,1
37.34517,-121.8900687,95112,1
37.32576871,-121.8656263,95112,2
37.30839651,-121.9500271,95128,1
37.34628192,-121.8156187,95127,3
37.25630705,-121.8218706,95123,3
37.35803264,-121.8874739,95112,3
37.22895575,-121.780349,95119,2
37.40659527,-121.8567732,95132,3
37.34235641,-121.9109126,95110,1
37.35887282,-121.8461078,95127,3
37.28321808,-121.8645941,95136,3
37.22929392,-121.8703702,95126,1
37.33011937,-121.8731599,95112,3
37.24942891,-121.9055398,95118,1
37.3449822,-121.9094987,95110,2
37.40262091,-121.8709479,95132,1
37.35160946,-121.8826873,95112,3
37.32158098,-121.9171665,95126,2
37.35407454,-121.8094579,95127,3
37.35569432,-121.8337819,95116,1
37.33103931,-121.8344786,95122,3
37.24675902,-121.9056345,95123,1
37.32329948,-121.8209676,95122,3
37.36520545,-121.8718485,95133,1
37.25257382,-121.8357682,95123,2
37.39468472,-121.8808563,95131,1
37.33640285,-121.833937,95122,3
37.28024732,-121.9300338,95124,3
37.22143368,-121.893091,95120,1
37.22580787,-121.9034705,95120,2
37.34845068,-121.8954417,95112,1
37.23125441,-121.9037238,95124,1
37.23125441,-121.9037238,95124,3
37.314107,-121.8800444,95110,2
37.35688083,-121.8134717,95127,2
37.29936332,-121.8838622,95125,2
37.33011424,-121.8774255,95112,1
37.2812132,-121.8588253,95136,1
37.37120554,-121.8357907,95127,2
37.32252994,-121.9171731,95126,3
37.31086171,-121.8034036,95121,3
37.35049265,-121.8050789,95127,1
37.39979295,-121.8469252,95132,1
37.27255133,-121.932917,95124,2
37.37238494,-121.8416754,95133,2
37.32420241,-121.8730218,95112,2
37.33849374,-121.8336804,95122,2
37.31086171,-121.8034036,95135,1
37.34162904,-121.8344559,95122,2
37.3698208,-121.8070319,95127,3
37.39979295,-121.8469252,95132,1
37.20242869,-121.7364039,95139,3
37.3581073,-121.8812091,95112,2
37.21971784,-121.7619748,95139,1
37.22207359,-121.763226,95139,3
37.2525186,-121.8118584,95118,2
37.29630402,-121.9052527,95125,3
37.35161761,-121.7984897,95113,2
37.35340478,-121.8372169,95116,3
37.26259872,-121.9093601,95124,1
37.31861034,-121.9168431,95126,3
37.3201853,-121.9683688,95117,2
37.24299549,-121.868973,95123,2
37.36456304,-121.8621233,95133,1
37.32463003,-121.8762341,95112,3
37.34794988,-121.8964937,95112,2
37.35919689,-121.8566734,95116,1
37.3485711,-121.7876916,95148,3
37.29783351,-121.8873378,95125,2
37.34168012,-121.8831979,95112,1
37.29684423,-121.9544485,95117,3
37.26084893,-121.8073658,95121,1
37.36560382,-121.8434877,95116,2
37.27327279,-121.8333382,95136,1
37.24138865,-121.8800484,95120,1
37.32910052,-121.8795645,95112,2
37.31787778,-121.9014099,95125,2
37.31607907,-121.9577307,95125,3
37.30984651,-121.9693555,95117,1
37.30733003,-121.9722776,95117,3
37.26240212,-121.9159399,95124,3
37.28838589,-121.8207727,95111,3
37.28536618,-121.8138808,95111,3
37.27121215,-121.821621,95111,3
37.25635743,-121.8211082,95123,2
37.32331221,-121.8456563,95122,1
37.30241824,-121.9357403,95128,1
37.2987389,-121.8364899,95111,2
37.36583915,-121.842542,95116,3
37.32429359,-121.8431189,95122,1
37.27500945,-121.8829122,95118,3
37.34640029,-121.8210101,95127,2
37.35551622,-121.8255344,95127,1
37.27959228,-121.8233903,95111,1
37.27751609,-121.8084998,95111,1
37.32683866,-121.7613175,95148,2
37.32158098,-121.9171665,95126,1
37.32443781,-121.9223621,95128,1
37.37120554,-121.8357907,95127,2
37.34655507,-121.819121,95127,3
37.35680055,-121.8444241,95116,3
37.34475585,-121.8341281,95122,3
37.35614174,-121.8191468,95127,2
37.35578706,-121.8470034,95116,2
37.26355855,-121.8126823,95111,1
37.3310179,-121.8838815,95113,2
37.40197769,-121.827036,95132,2
37.28176776,-121.8234592,95111,3
37.32947975,-121.7899714,95148,3
37.3076484,-121.9678415,95117,3
37.25462872,-121.7952482,95138,2
37.26686181,-121.8046091,95111,1
37.26867341,-121.803471,95136,1
37.26867341,-121.803471,95111,2
37.32691809,-121.9313927,95126,2
37.33693863,-121.9034819,95110,3
37.33719307,-121.9053498,95110,1
37.31556401,-121.8811273,95110,1
37.34268416,-121.8810962,95112,2
37.29258665,-121.8376842,95111,2
37.25740084,-121.8235522,95123,2
37.23788909,-121.8866491,95120,3
37.32017049,-121.8975896,95125,1
37.25428132,-121.9138687,95124,2
37.31569664,-121.8624212,95112,3
37.30460197,-121.9759344,95117,2
37.33273611,-121.8536385,95110,3
37.30962301,-121.831148,95121,3
37.23701645,-121.8097883,95123,2
37.31385899,-121.8836983,95110,1
37.3425688,-121.8895897,95112,2
37.34848696,-121.8073782,95127,3
37.32133986,-121.7993405,95148,3
37.23917653,-121.9365251,95124,1
37.34449226,-121.7940079,95148,2
37.3403645,-121.7975058,95148,3
37.33352943,-121.8641471,95116,1
37.35094968,-121.8503758,95116,1
37.26287641,-121.8861801,95118,3
37.30039512,-121.8209165,95121,3
37.34109041,-121.9297529,95126,2
37.35688083,-121.8134717,95127,2
37.24728434,-121.9100472,95124,1
37.31720424,-121.9216311,95126,2
37.2679441,-121.9046611,95120,3
37.22143368,-121.893091,95120,3
37.22580787,-121.9034705,95120,2
37.23125441,-121.9037238,95124,1
37.22947621,-121.9055415,95132,1
37.33682105,-121.9275121,95126,2
37.31595,-121.9650066,95117,1
37.27563044,-121.8068088,95111,1
37.30051355,-121.7551844,95135,2
37.35346324,-121.7949523,95148,1
37.2206073,-121.8540427,95120,1
37.32180773,-121.8221626,95122,2
37.34782126,-121.8103053,95127,3
37.35869665,-121.8709039,95161,1
37.30478542,-121.972268,95117,2
37.25636871,-121.8194556,95123,2
37.34297837,-121.8762177,95112,2
37.29109493,-121.8400594,95111,3
37.37510975,-121.8356085,95133,3
37.34783377,-121.8906286,95112,1
37.30646802,-121.9479942,95128,2
37.32082545,-121.8719227,95112,3
37.25638404,-121.8175895,95123,2
37.25630705,-121.8218706,95123,3
37.25636255,-121.8203012,95123,2
37.3444145,-121.9175206,95110,2
37.3470569,-121.8652417,95116,1
37.36149776,-121.880327,95112,2
37.3429875,-121.8527968,95116,1
37.33841153,-121.8279697,95122,3
37.30580075,-121.8274502,95121,3
37.38563024,-121.8757449,95131,1
37.34189651,-121.9214221,95126,1
37.29950701,-121.7577846,95135,3
37.32614286,-121.8730461,95112,1
37.28307958,-121.8237557,95111,1
37.3331016,-121.8753815,95112,3
37.28262491,-121.8278586,95111,3
37.35095683,-121.8028804,95127,3
37.34561373,-121.8357136,95116,2
37.32641285,-121.8311123,95122,2
37.34797325,-121.9127755,95110,3
37.33011424,-121.8774255,95112,2
37.40139208,-121.8278279,95132,3
37.31564868,-121.9173688,95128,1
37.32764336,-121.8518739,95122,1
37.38259733,-121.8759266,95131,1
37.40197769,-121.827036,95132,2
37.32381888,-121.8237524,95122,3
37.39888275,-121.8376783,95132,2
37.29907004,-121.8698084,95125,3
37.29408037,-121.97077,95125,2
37.35095683,-121.8028804,95127,2
37.35688083,-121.8134717,95127,3
37.35751153,-121.8084032,95127,2
37.30856945,-121.9659385,95117,2
37.27924007,-121.8707231,95136,3
37.24111545,-121.9016409,95118,1
37.32224092,-121.8529601,95122,2
37.35688083,-121.8134717,95127,2
37.30478542,-121.972268,95117,2
37.27959228,-121.8233903,95111,2
37.3046509,-121.9698386,95117,3
37.30263048,-121.9708316,95117,1
37.2792979,-121.8163137,95111,3
37.29706054,-121.8066314,95121,1
37.35265682,-121.8115693,95127,2
37.31686189,-121.80109,95148,2
37.30647904,-121.819197,95121,3
37.36003926,-121.908365,95110,1
37.40331992,-121.8821166,95132,1
37.31619641,-121.8801779,95110,1
37.31583089,-121.8838899,95110,1
37.31794204,-121.8868883,95110,3
37.34475585,-121.8341281,95122,2
37.33185832,-121.9038123,95126,1
37.35357965,-121.818872,95127,3
37.25549451,-121.9420969,95124,3
37.26583933,-121.8058294,95111,2
37.35605437,-121.8461037,95116,3
37.36409561,-121.8458879,95116,1
37.28638062,-121.8277815,95111,2
37.28681795,-121.8270094,95111,2
37.3647247,-121.8465262,95116,2
37.36346893,-121.848387,95116,1
37.37238494,-121.8416754,95133,3
37.37238494,-121.8416754,95133,1
37.38309088,-121.8364894,95127,2
37.35764495,-121.8228834,95127,1
37.38224314,-121.8347952,95127,2
37.35575859,-121.8922603,95112,2
37.35688083,-121.8134717,95127,2
37.26746986,-121.8219521,95136,1
37.34073768,-121.8200538,95148,2
37.34492705,-121.8479498,95116,2
37.31609923,-121.7970716,95148,1
37.29047191,-121.835401,95110,3
37.35847387,-121.8865414,95127,1
37.32622227,-121.9062047,95126,2
37.3106994,-121.9223234,95128,3
37.30747865,-121.817629,95121,2
37.34119003,-121.8351644,95122,2
37.32754383,-121.7790404,95148,1
37.2679441,-121.9046611,95124,2
37.36271489,-121.8755796,95133,2
37.35426587,-121.8770834,95112,3
37.31333183,-121.9162459,95128,3
37.41659481,-121.8712319,95132,2
37.25411525,-121.9443591,95124,1
37.36963923,-121.8503682,95133,1
37.20328769,-121.8463459,95120,1
37.3773399,-121.9251922,95131,2
37.22143368,-121.893091,95120,2
37.3563744,-121.8058881,95127,1
37.38382823,-121.842253,95133,1
37.34783377,-121.8906286,95112,2
37.33352943,-121.8641471,95116,1
37.30848608,-121.9811619,95129,2
37.3015234,-121.9317111,95128,2
37.28619302,-121.8979308,95125,2
37.34797325,-121.9127755,95110,3
37.32131353,-121.8708771,95112,1
37.32528752,-121.7931981,95148,1
37.34463775,-121.8212552,95127,2
37.31333183,-121.9162459,95125,2
37.2938652,-122.0225703,95129,1
37.35577221,-121.8355054,95148,3
37.29846516,-121.8086398,95121,1
37.25920247,-121.8473454,95136,1
37.42360593,-121.956974,95134,2
37.3449822,-121.9094987,95110,1
37.33185832,-121.9038123,95126,1
37.32372827,-121.9060424,95126,1
37.31996861,-121.9057746,95126,1
37.31861034,-121.9168431,95126,3
37.31680097,-121.8556871,95112,2
37.3296735,-121.8537366,95122,3
37.32688748,-121.8542717,95122,2
37.32444522,-121.8551374,95122,3
37.29684423,-121.9544485,95117,1
37.29413672,-121.8253112,95111,3
37.34327779,-121.8505139,95116,3
37.31601518,-121.8040914,95148,1
37.30178643,-121.9698562,95117,1
37.35938526,-121.8386862,95116,3
37.34405465,-121.8718651,95116,1
37.30531115,-121.8323928,95121,3
37.33011424,-121.8774255,95112,3
37.26864404,-121.8079947,95138,2
37.35755591,-121.8408983,95116,2
37.29041853,-121.8279059,95111,1
37.32224092,-121.8529601,95122,1
37.3413714,-121.8251032,95122,2
37.36274007,-121.8958654,95112,2
37.33040755,-121.8004805,95148,1
37.30910599,-121.9679319,95121,1
37.30984651,-121.9693555,95117,2
37.32829885,-121.8067198,95148,3
37.29535065,-121.979597,95130,1
37.31769541,-121.7934765,95148,1
37.28364067,-121.819205,95111,3
37.35223645,-121.8996833,95112,2
37.37916226,-121.8386978,95127,3
37.36612048,-121.8829309,95112,1
37.34797325,-121.9127755,95110,3
37.31878579,-121.8160482,95122,1
37.32331968,-121.9501245,95117,3
37.28348825,-121.8315882,95111,2
37.36456304,-121.8621233,95133,2
37.29301733,-121.8746016,95125,1
37.31590691,-121.8433043,95122,2
37.32294776,-121.8208043,95122,2
37.33841153,-121.8279697,95122,3
37.35265682,-121.8115693,95127,1
37.35049265,-121.8050789,95127,1
37.29638729,-121.8499348,95111,2
37.24665604,-121.9457149,95124,1
37.29873338,-121.8989103,95125,1
37.32891415,-121.8499274,95122,3
37.33016919,-121.8574591,95122,1
37.35263908,-121.824361,95127,2
37.35425137,-121.7950431,95127,3
37.27245342,-121.8289977,95136,3
37.29941637,-121.8124982,95121,2
37.42060091,-121.8567668,95132,2
37.32158098,-121.9171665,95126,1
37.34376958,-121.8585589,95116,2
37.34232084,-121.8156027,95148,3
37.35694357,-121.8363123,95116,2
37.359764,-121.837895,95116,3
37.35581219,-121.8491892,95116,2
37.34708442,-121.8629366,95116,3
37.3470569,-121.8652417,95116,1
37.32664521,-121.8720004,95112,3
37.34097627,-121.8223433,95122,2
37.34868809,-121.8618118,95116,1
37.34775651,-121.8637716,95117,2
37.33114839,-121.9419287,95128,3
