latitude,longitude,zipcode,severity
37.31995104,-121.8917799,95125,2
37.34340252,-121.9142123,95110,3
37.32784089,-121.8394985,95122,3
37.29845042,-121.9489883,95128,2
37.31531522,-121.8846959,95110,2
37.25872594,-121.8836083,95118,2
37.32877897,-121.9097464,95126,2
37.33224686,-121.8392444,95122,3
37.32837132,-121.8096151,95148,1
37.26103042,-121.8899469,95118,2
37.34834467,-121.8108619,95127,1
37.35130314,-121.8135645,95127,1
37.31769541,-121.7934765,95148,1
37.34794198,-121.8589321,95116,3
